City,Temperature_C,Temperature_Min_C,Temperature_Max_C,Weather_description,Humidity_%,Wind_speed_m/s,Time
Palermo,8.1,7.67,8.1,overcast clouds,93,3.61,2025-01-18 00:00:02
Catania,12.51,11.88,13.08,few clouds,91,1.54,2025-01-18 00:00:02
Cagliari,13.01,12.71,13.28,scattered clouds,71,5.36,2025-01-18 00:00:02
Sassari,10.88,9.93,10.88,overcast clouds,82,9.46,2025-01-18 00:00:02
Bari,8.86,8.19,9.59,clear sky,86,1.54,2025-01-18 00:00:02
Lecce,9.94,9.92,9.94,scattered clouds,93,2.06,2025-01-18 00:00:02
Naples,10.78,9.22,11.34,clear sky,68,10.29,2025-01-18 00:00:02
Rome,12.06,12.06,12.06,scattered clouds,54,4.63,2025-01-18 00:00:02
Milan,1.15,-0.31,2.15,clear sky,87,1.54,2025-01-18 00:00:02
Bologna,2.27,-0.15,3.35,clear sky,85,1.03,2025-01-18 00:00:02
Florence,7.58,4.5,7.82,clear sky,48,5.14,2025-01-18 00:00:02
Genova,2.26,1.72,3.76,clear sky,63,8.94,2025-01-18 00:00:02
Turin,-3.05,-4.27,-0.63,clear sky,46,1.94,2025-01-18 00:00:02
Palermo,8.1,7.67,8.1,overcast clouds,93,3.61,2025-01-18 00:15:02
Catania,12.87,11.88,12.96,few clouds,87,1.03,2025-01-18 00:15:02
Cagliari,12.82,12.71,12.88,scattered clouds,71,4.92,2025-01-18 00:15:02
Sassari,10.88,9.93,10.88,overcast clouds,82,9.46,2025-01-18 00:15:02
Bari,8.97,8.19,9.59,clear sky,88,2.06,2025-01-18 00:15:02
Lecce,9.36,9.36,9.36,overcast clouds,90,3.15,2025-01-18 00:15:02
Naples,10.99,9.22,11.34,clear sky,68,9.26,2025-01-18 00:15:02
Rome,12.06,12.06,12.06,scattered clouds,54,6.69,2025-01-18 00:15:02
Milan,1.44,-0.31,2.15,clear sky,85,0.45,2025-01-18 00:15:02
Bologna,1.63,-0.15,2.81,clear sky,85,2.06,2025-01-18 00:15:02
Florence,7.62,5.05,7.82,clear sky,46,7.2,2025-01-18 00:15:02
Genova,2.26,1.72,3.76,clear sky,63,6.71,2025-01-18 00:15:02
Turin,-3.41,-4.55,-0.71,clear sky,46,1.94,2025-01-18 00:15:02
Palermo,8.1,7.67,8.1,overcast clouds,93,3.61,2025-01-18 00:30:02
Catania,12.28,11.88,12.49,few clouds,90,1.03,2025-01-18 00:30:02
Cagliari,12.79,12.05,12.88,scattered clouds,73,4.92,2025-01-18 00:30:02
Sassari,10.88,9.93,10.88,overcast clouds,81,10.19,2025-01-18 00:30:02
Bari,8.75,8.19,9.59,clear sky,88,2.06,2025-01-18 00:30:02
Lecce,9.94,9.36,9.94,clear sky,93,1.03,2025-01-18 00:30:02
Naples,10.94,10.62,11.9,light rain,68,9.26,2025-01-18 00:30:02
Rome,12.06,12.06,12.06,scattered clouds,54,6.69,2025-01-18 00:30:02
Milan,1.8,-0.75,2.23,clear sky,83,1.34,2025-01-18 00:30:02
Bologna,1.39,-0.15,2.25,clear sky,85,2.06,2025-01-18 00:30:02
Florence,7.59,5.05,7.82,clear sky,51,7.2,2025-01-18 00:30:02
Genova,2.28,1.72,3.76,clear sky,64,10.73,2025-01-18 00:30:02
Turin,-3.17,-4.55,-0.71,clear sky,46,1.94,2025-01-18 00:30:02
Palermo,7.54,7.11,7.54,overcast clouds,92,3.8,2025-01-18 00:45:02
Catania,12.28,11.88,12.49,scattered clouds,90,2.57,2025-01-18 00:45:02
Cagliari,12.79,12.05,12.88,scattered clouds,72,6.17,2025-01-18 00:45:02
Sassari,9.88,9.88,9.93,overcast clouds,81,10.19,2025-01-18 00:45:02
Bari,8.32,7.19,9.59,clear sky,88,2.06,2025-01-18 00:45:02
Lecce,9.94,9.36,9.94,clear sky,93,1.03,2025-01-18 00:45:02
Naples,11.34,10.62,12.64,light rain,67,8.23,2025-01-18 00:45:02
Rome,12.06,12.06,12.06,clear sky,54,6.69,2025-01-18 00:45:02
Milan,1.21,-1.18,2.23,clear sky,84,1.34,2025-01-18 00:45:02
Bologna,1.39,-0.15,2.25,clear sky,85,1.54,2025-01-18 00:45:02
