City,Temperature_C,Temperature_Min_C,Temperature_Max_C,Weather_description,Humidity_%,Wind_speed_m/s,Time
Palermo,6.99,6.99,6.99,overcast clouds,88,1.47,2025-04-10 07:08:57
Catania,9.31,6.88,10.26,clear sky,83,2.57,2025-04-10 07:08:57
Cagliari,12.17,11.04,12.17,scattered clouds,62,0.45,2025-04-10 07:08:57
Sassari,7.88,7.88,10.49,clear sky,90,1.99,2025-04-10 07:08:57
Bari,5.19,5.19,6.81,clear sky,87,3.09,2025-04-10 07:08:57
Lecce,7.35,7.35,7.35,broken clouds,78,1.99,2025-04-10 07:08:57
Naples,7.89,7.29,9.02,clear sky,85,0.51,2025-04-10 07:08:57
Rome,10.57,9.69,11.34,broken clouds,85,1.54,2025-04-10 07:08:57
Milan,8.49,6.82,9.45,clear sky,88,0.51,2025-04-10 07:08:57
Bologna,8.31,7.81,8.83,overcast clouds,86,1.61,2025-04-10 07:08:57
Florence,10.24,9.82,11.16,clear sky,88,1.54,2025-04-10 07:08:57
Genova,6.31,4.8,8.39,clear sky,77,1.8,2025-04-10 07:08:57
Turin,3.33,1.85,5.6,clear sky,77,2.11,2025-04-10 07:08:57
Palermo,6.99,6.99,6.99,overcast clouds,89,1.47,2025-04-10 07:15:06
Catania,10.45,9.62,10.82,overcast clouds,77,1.74,2025-04-10 07:15:06
Cagliari,12.17,11.04,12.17,scattered clouds,62,0.45,2025-04-10 07:15:06
Sassari,7.88,7.88,10.49,clear sky,90,1.99,2025-04-10 07:15:06
Bari,5.19,5.19,6.81,clear sky,87,3.09,2025-04-10 07:15:06
Lecce,7.35,7.35,7.35,broken clouds,78,1.99,2025-04-10 07:15:06
Naples,7.89,7.29,9.02,clear sky,85,0.51,2025-04-10 07:15:06
Rome,10.57,9.69,11.34,broken clouds,85,1.54,2025-04-10 07:15:06
Milan,7.41,5.82,9.37,clear sky,90,0.51,2025-04-10 07:15:06
Bologna,8.31,7.81,8.83,overcast clouds,86,1.61,2025-04-10 07:15:06
Florence,10.24,9.82,11.16,clear sky,88,1.54,2025-04-10 07:15:06
Genova,6.31,4.8,8.39,clear sky,77,1.8,2025-04-10 07:15:06
Turin,3.24,1.85,5.6,clear sky,81,2.11,2025-04-10 07:15:06
Palermo,8.1,8.1,8.1,overcast clouds,88,1.47,2025-04-10 07:30:03
Catania,10.98,7.0,11.93,scattered clouds,76,1.74,2025-04-10 07:30:03
Cagliari,12.41,8.05,12.73,few clouds,67,1.03,2025-04-10 07:30:03
Sassari,7.88,7.88,7.88,clear sky,90,1.99,2025-04-10 07:30:03
Bari,5.19,5.19,7.92,clear sky,87,3.09,2025-04-10 07:30:03
Lecce,4.94,4.94,4.94,clear sky,93,2.06,2025-04-10 07:30:03
Naples,8.21,7.34,9.58,clear sky,85,0.51,2025-04-10 07:30:03
Rome,10.04,9.69,11.41,broken clouds,88,1.54,2025-04-10 07:30:03
Milan,7.41,5.82,9.37,clear sky,90,0.51,2025-04-10 07:30:03
Bologna,8.33,7.81,8.83,overcast clouds,87,1.31,2025-04-10 07:30:03
Florence,10.3,9.82,11.56,clear sky,88,1.54,2025-04-10 07:30:03
Genova,5.89,3.94,8.39,clear sky,79,1.79,2025-04-10 07:30:03
Turin,3.38,1.85,5.6,clear sky,81,2.11,2025-04-10 07:30:03
Palermo,9.21,9.21,9.21,overcast clouds,87,1.1,2025-04-10 07:45:03
Catania,11.34,9.75,12.4,overcast clouds,75,1.33,2025-04-10 07:45:03
Cagliari,12.41,8.05,12.73,few clouds,67,1.03,2025-04-10 07:45:03
Sassari,7.88,7.88,7.88,clear sky,85,1.79,2025-04-10 07:45:03
Bari,7.19,7.19,7.92,scattered clouds,81,3.09,2025-04-10 07:45:03
Lecce,4.94,4.94,4.94,clear sky,93,2.06,2025-04-10 07:45:03
Naples,8.34,7.34,9.58,broken clouds,88,1.03,2025-04-10 07:45:03
Rome,10.2,9.69,12.06,light rain,88,0.51,2025-04-10 07:45:03
Milan,7.87,6.75,9.37,clear sky,90,0.51,2025-04-10 07:45:03
Bologna,8.92,8.83,9.37,overcast clouds,87,1.31,2025-04-10 07:45:03
Florence,10.67,9.82,12.12,clear sky,91,1.03,2025-04-10 07:45:03
Genova,7.12,5.15,9.18,clear sky,76,1.41,2025-04-10 07:45:03
Turin,4.46,3.45,5.6,clear sky,75,1.63,2025-04-10 07:45:03
Palermo,9.76,6.0,9.76,overcast clouds,84,1.1,2025-04-10 08:00:02
Catania,11.93,9.75,13.51,overcast clouds,73,1.33,2025-04-10 08:00:02
Cagliari,12.15,8.05,12.15,few clouds,76,1.03,2025-04-10 08:00:02
Sassari,7.88,7.88,7.88,clear sky,85,1.79,2025-04-10 08:00:02
Bari,7.42,7.19,10.7,scattered clouds,80,3.09,2025-04-10 08:00:02
Lecce,4.94,4.94,4.94,clear sky,93,2.06,2025-04-10 08:00:02
Naples,8.35,7.34,9.58,broken clouds,85,1.03,2025-04-10 08:00:02
Rome,10.1,9.51,12.06,light rain,86,0.51,2025-04-10 08:00:02
Milan,9.16,7.03,9.93,clear sky,89,0.25,2025-04-10 08:00:02
Bologna,9.79,8.11,10.14,overcast clouds,85,1.31,2025-04-10 08:00:02
Florence,10.67,9.82,12.07,clear sky,90,1.03,2025-04-10 08:00:02
Genova,6.52,4.49,9.04,clear sky,78,2.24,2025-04-10 08:00:02
Turin,4.71,3.45,5.6,clear sky,75,1.63,2025-04-10 08:00:02
Palermo,9.76,7.11,9.76,overcast clouds,83,1.1,2025-04-10 08:15:07
Catania,13.51,13.51,14.62,overcast clouds,68,1.33,2025-04-10 08:15:07
Cagliari,13.84,12.15,13.84,scattered clouds,57,0.89,2025-04-10 08:15:07
Sassari,8.88,8.88,8.88,clear sky,86,1.79,2025-04-10 08:15:07
Bari,8.24,8.19,8.36,scattered clouds,79,2.06,2025-04-10 08:15:07
Lecce,9.36,9.36,9.36,broken clouds,81,1.35,2025-04-10 08:15:07
Naples,9.78,8.4,10.34,broken clouds,81,1.54,2025-04-10 08:15:07
Rome,10.51,9.69,12.06,light rain,87,1.03,2025-04-10 08:15:07
Milan,9.75,7.03,10.64,clear sky,89,0.25,2025-04-10 08:15:07
Bologna,10.0,8.67,10.59,clear sky,84,2.06,2025-04-10 08:15:07
Florence,11.24,10.82,12.68,clear sky,87,1.03,2025-04-10 08:15:07
Genova,7.07,5.71,9.04,clear sky,76,1.41,2025-04-10 08:15:07
Turin,4.46,3.45,6.48,clear sky,79,1.63,2025-04-10 08:15:07
Palermo,10.32,9.34,10.32,overcast clouds,82,1.1,2025-04-10 08:30:03
Catania,12.05,7.88,14.62,few clouds,76,3.09,2025-04-10 08:30:03
Cagliari,13.26,9.05,13.26,few clouds,75,1.03,2025-04-10 08:30:03
Sassari,8.88,8.88,8.88,clear sky,74,1.7,2025-04-10 08:30:03
Bari,8.61,8.19,8.92,scattered clouds,79,2.06,2025-04-10 08:30:03
Lecce,6.94,6.94,11.03,clear sky,93,2.06,2025-04-10 08:30:03
Naples,10.39,8.66,10.69,broken clouds,81,1.54,2025-04-10 08:30:03
Rome,10.82,10.25,12.52,scattered clouds,89,1.03,2025-04-10 08:30:03
Milan,9.55,7.86,9.99,clear sky,86,0.25,2025-04-10 08:30:03
Bologna,11.09,9.22,11.69,overcast clouds,80,1.31,2025-04-10 08:30:03
Florence,11.83,10.67,13.23,clear sky,87,1.03,2025-04-10 08:30:03
Genova,7.43,5.6,9.59,clear sky,77,2.24,2025-04-10 08:30:03
Turin,4.08,3.15,6.51,clear sky,84,1.63,2025-04-10 08:30:03
Palermo,10.87,10.87,11.56,broken clouds,82,1.31,2025-04-10 08:45:07
Catania,14.3,9.88,16.38,few clouds,71,3.09,2025-04-10 08:45:07
Cagliari,10.87,9.05,13.82,clear sky,82,2.06,2025-04-10 08:45:07
Sassari,9.88,9.88,9.88,clear sky,74,1.65,2025-04-10 08:45:07
Bari,9.36,9.19,12.37,scattered clouds,78,1.54,2025-04-10 08:45:07
Lecce,6.94,6.94,12.14,clear sky,93,2.06,2025-04-10 08:45:07
Naples,10.71,10.34,12.0,broken clouds,80,1.03,2025-04-10 08:45:07
Rome,11.07,10.25,13.08,scattered clouds,90,2.06,2025-04-10 08:45:07
Milan,9.77,8.97,11.1,clear sky,84,0.0,2025-04-10 08:45:07
Bologna,11.87,10.85,12.25,clear sky,77,2.06,2025-04-10 08:45:07
Florence,13.06,11.86,14.29,clear sky,84,0.51,2025-04-10 08:45:07
Genova,10.06,7.76,11.4,clear sky,73,0.4,2025-04-10 08:45:07
Turin,6.46,5.18,8.18,clear sky,71,1.02,2025-04-10 08:45:07
Palermo,10.87,10.87,12.67,broken clouds,81,1.31,2025-04-10 09:00:07
Catania,14.02,9.88,16.29,few clouds,74,3.09,2025-04-10 09:00:07
Cagliari,11.01,9.05,14.37,clear sky,82,2.06,2025-04-10 09:00:07
Sassari,9.88,9.88,9.88,clear sky,75,1.65,2025-04-10 09:00:07
Bari,9.75,9.19,10.59,scattered clouds,77,1.54,2025-04-10 09:00:07
Lecce,6.94,6.94,12.14,clear sky,93,2.06,2025-04-10 09:00:07
Naples,11.17,10.34,13.11,broken clouds,80,1.03,2025-04-10 09:00:07
Rome,11.02,10.62,13.57,scattered clouds,88,2.06,2025-04-10 09:00:07
Milan,10.65,9.82,12.43,clear sky,83,0.0,2025-04-10 09:00:07
Bologna,11.76,10.34,12.25,clear sky,77,2.06,2025-04-10 09:00:07
Florence,13.15,11.86,14.47,clear sky,83,0.51,2025-04-10 09:00:07
Genova,9.15,7.76,10.84,clear sky,72,0.4,2025-04-10 09:00:07
Turin,6.8,5.73,9.29,clear sky,76,1.02,2025-04-10 09:00:07
Palermo,11.43,11.43,12.11,broken clouds,79,1.31,2025-04-10 09:15:03
Catania,14.36,12.88,16.85,scattered clouds,71,2.57,2025-04-10 09:15:03
Cagliari,16.62,14.93,16.62,clear sky,54,0.45,2025-04-10 09:15:03
Sassari,10.88,10.88,10.88,clear sky,76,1.65,2025-04-10 09:15:03
Bari,10.1,9.54,10.59,scattered clouds,75,2.06,2025-04-10 09:15:03
Lecce,12.7,12.7,12.7,overcast clouds,78,1.96,2025-04-10 09:15:03
Naples,11.56,11.34,12.36,broken clouds,79,1.54,2025-04-10 09:15:03
Rome,11.7,11.07,14.12,scattered clouds,86,1.54,2025-04-10 09:15:03
Milan,11.95,10.44,13.54,clear sky,82,0.51,2025-04-10 09:15:03
Bologna,12.57,11.45,13.47,clear sky,75,2.57,2025-04-10 09:15:03
Florence,13.5,11.86,14.34,few clouds,82,0.51,2025-04-10 09:15:03
Genova,9.97,7.27,11.91,clear sky,71,1.34,2025-04-10 09:15:03
Turin,7.2,5.92,7.63,clear sky,73,1.02,2025-04-10 09:15:03
Palermo,11.99,11.99,11.99,broken clouds,75,1.31,2025-04-10 09:30:08
Catania,14.96,12.88,16.29,scattered clouds,69,2.57,2025-04-10 09:30:08
Cagliari,14.02,10.05,16.62,clear sky,72,2.06,2025-04-10 09:30:08
Sassari,10.88,10.88,10.88,clear sky,75,1.65,2025-04-10 09:30:08
Bari,11.06,10.19,12.25,scattered clouds,72,2.06,2025-04-10 09:30:08
Lecce,11.94,11.94,13.25,clear sky,71,2.06,2025-04-10 09:30:08
Naples,11.68,11.34,13.4,broken clouds,79,1.54,2025-04-10 09:30:08
Rome,11.92,11.36,14.19,scattered clouds,88,1.54,2025-04-10 09:30:08
Milan,11.84,10.82,13.54,clear sky,77,0.51,2025-04-10 09:30:08
Bologna,12.62,11.85,12.81,clear sky,74,2.57,2025-04-10 09:30:08
Florence,14.02,12.42,15.03,few clouds,81,0.51,2025-04-10 09:30:08
Genova,9.83,7.02,11.81,clear sky,73,1.34,2025-04-10 09:30:08
Turin,8.6,6.45,9.51,clear sky,67,1.03,2025-04-10 09:30:08
Palermo,12.54,12.54,13.78,scattered clouds,74,1.64,2025-04-10 09:45:03
Catania,14.98,12.88,16.29,scattered clouds,69,3.09,2025-04-10 09:45:03
Cagliari,14.43,12.88,17.71,few clouds,68,1.54,2025-04-10 09:45:03
Sassari,12.88,12.88,12.88,clear sky,65,2.24,2025-04-10 09:45:03
Bari,12.22,11.77,13.19,few clouds,66,2.57,2025-04-10 09:45:03
Lecce,11.94,11.94,13.81,clear sky,71,2.06,2025-04-10 09:45:03
Naples,13.54,13.34,15.33,scattered clouds,77,1.54,2025-04-10 09:45:03
Rome,12.29,11.83,15.3,scattered clouds,84,1.54,2025-04-10 09:45:03
Milan,12.57,11.82,14.65,clear sky,75,0.51,2025-04-10 09:45:03
Bologna,13.21,12.56,14.03,clear sky,72,3.6,2025-04-10 09:45:03
Florence,14.56,12.42,15.03,few clouds,77,0.51,2025-04-10 09:45:03
Genova,10.48,8.94,12.2,clear sky,72,0.89,2025-04-10 09:45:03
Turin,9.5,7.35,11.1,clear sky,64,1.03,2025-04-10 09:45:03
Palermo,13.1,13.1,14.89,scattered clouds,72,1.64,2025-04-10 10:00:02
Catania,16.11,12.88,17.49,scattered clouds,63,3.09,2025-04-10 10:00:02
Cagliari,14.66,12.88,18.26,few clouds,66,1.54,2025-04-10 10:00:02
Sassari,12.88,12.88,12.88,clear sky,65,2.24,2025-04-10 10:00:02
Bari,12.69,12.15,13.19,few clouds,66,3.58,2025-04-10 10:00:02
Lecce,11.94,11.94,13.81,clear sky,71,2.06,2025-04-10 10:00:02
Naples,13.54,13.34,15.33,scattered clouds,76,1.54,2025-04-10 10:00:02
Rome,11.94,11.63,15.3,scattered clouds,85,1.54,2025-04-10 10:00:02
Milan,12.83,11.82,14.65,clear sky,79,0.51,2025-04-10 10:00:02
Bologna,13.72,12.56,14.58,clear sky,70,3.6,2025-04-10 10:00:02
Florence,14.72,13.63,15.96,few clouds,77,0.51,2025-04-10 10:00:02
Genova,11.07,9.6,12.25,clear sky,70,0.75,2025-04-10 10:00:02
Turin,10.33,7.35,12.21,clear sky,62,1.03,2025-04-10 10:00:02
Palermo,14.21,14.21,15.45,scattered clouds,71,1.64,2025-04-10 10:15:02
Catania,16.85,16.29,16.85,broken clouds,57,1.4,2025-04-10 10:15:02
Cagliari,17.73,17.73,18.26,clear sky,52,0.89,2025-04-10 10:15:02
Sassari,13.88,13.88,13.88,clear sky,64,2.24,2025-04-10 10:15:02
Bari,13.02,12.71,13.52,few clouds,66,3.6,2025-04-10 10:15:02
Lecce,14.92,14.92,14.92,overcast clouds,58,2.21,2025-04-10 10:15:02
Naples,13.49,13.34,14.51,broken clouds,73,2.57,2025-04-10 10:15:02
Rome,14.1,12.18,15.85,scattered clouds,73,0.51,2025-04-10 10:15:02
Milan,13.71,12.71,15.2,clear sky,78,0.51,2025-04-10 10:15:02
Bologna,13.97,13.11,14.47,clear sky,69,3.6,2025-04-10 10:15:02
Florence,14.88,12.97,15.96,few clouds,76,0.89,2025-04-10 10:15:02
Genova,11.58,9.65,12.76,clear sky,70,0.45,2025-04-10 10:15:02
Turin,11.24,8.45,12.29,clear sky,59,2.04,2025-04-10 10:15:02
Palermo,14.21,14.21,14.21,scattered clouds,68,1.64,2025-04-10 10:30:02
Catania,15.72,13.0,16.85,scattered clouds,65,3.09,2025-04-10 10:30:02
Cagliari,18.27,15.05,18.28,few clouds,57,1.79,2025-04-10 10:30:02
Sassari,13.88,13.88,13.88,clear sky,64,2.24,2025-04-10 10:30:02
Bari,12.99,12.15,13.52,few clouds,66,3.6,2025-04-10 10:30:02
Lecce,14.94,14.94,15.48,few clouds,63,1.03,2025-04-10 10:30:02
Naples,13.61,13.34,14.58,broken clouds,72,2.57,2025-04-10 10:30:02
Rome,13.85,12.4,15.6,scattered clouds,76,0.51,2025-04-10 10:30:02
Milan,13.85,12.82,15.28,clear sky,77,0.51,2025-04-10 10:30:02
Bologna,14.22,13.67,15.03,clear sky,69,3.6,2025-04-10 10:30:02
Florence,14.93,14.19,15.61,few clouds,76,0.89,2025-04-10 10:30:02
Genova,12.03,10.2,12.81,clear sky,69,1.53,2025-04-10 10:30:02
Turin,12.21,8.45,13.4,clear sky,57,1.54,2025-04-10 10:30:02
Palermo,15.32,15.32,17.11,scattered clouds,68,2.15,2025-04-10 10:45:03
Catania,17.31,15.73,17.96,few clouds,60,2.57,2025-04-10 10:45:03
Cagliari,17.46,16.88,18.28,few clouds,58,1.54,2025-04-10 10:45:03
Sassari,15.88,15.88,15.88,clear sky,57,2.71,2025-04-10 10:45:03
Bari,13.49,12.71,14.08,clear sky,68,3.6,2025-04-10 10:45:03
Lecce,14.94,14.92,14.94,few clouds,63,1.03,2025-04-10 10:45:03
Naples,14.6,14.34,15.33,scattered clouds,73,1.54,2025-04-10 10:45:03
Rome,13.45,12.4,16.16,scattered clouds,81,1.54,2025-04-10 10:45:03
Milan,14.17,13.14,15.76,clear sky,74,1.03,2025-04-10 10:45:03
Bologna,14.56,13.85,15.03,clear sky,68,3.09,2025-04-10 10:45:03
Florence,15.56,14.64,16.52,few clouds,71,1.54,2025-04-10 10:45:03
Genova,11.98,10.2,12.81,clear sky,69,0.45,2025-04-10 10:45:03
Turin,12.4,9.35,14.29,clear sky,56,1.54,2025-04-10 10:45:03
Palermo,15.32,15.32,15.32,scattered clouds,71,2.15,2025-04-10 11:00:03
Catania,17.06,15.88,17.49,few clouds,62,2.57,2025-04-10 11:00:03
Cagliari,17.69,16.88,18.84,few clouds,58,1.54,2025-04-10 11:00:03
Sassari,15.88,15.88,15.88,clear sky,57,2.71,2025-04-10 11:00:03
Bari,13.62,12.71,15.14,clear sky,66,3.6,2025-04-10 11:00:03
Lecce,14.94,14.94,15.48,few clouds,63,1.03,2025-04-10 11:00:03
Naples,14.39,14.34,15.06,scattered clouds,69,1.54,2025-04-10 11:00:03
Rome,14.05,13.81,16.41,scattered clouds,77,1.54,2025-04-10 11:00:03
Milan,14.72,13.82,16.32,clear sky,73,1.03,2025-04-10 11:00:03
Bologna,15.11,13.85,16.25,clear sky,67,3.09,2025-04-10 11:00:03
Florence,15.8,14.83,16.56,few clouds,70,1.54,2025-04-10 11:00:03
Genova,12.57,10.35,13.94,clear sky,67,1.54,2025-04-10 11:00:03
Turin,13.5,10.73,14.84,clear sky,53,3.1,2025-04-10 11:00:03
Palermo,15.87,15.87,15.87,scattered clouds,66,2.15,2025-04-10 11:15:05
Catania,17.3,15.73,17.49,clear sky,60,1.54,2025-04-10 11:15:05
Cagliari,18.28,17.88,18.84,scattered clouds,57,2.06,2025-04-10 11:15:05
Sassari,16.88,16.88,16.88,clear sky,57,2.71,2025-04-10 11:15:05
Bari,13.46,12.71,14.19,clear sky,66,3.09,2025-04-10 11:15:05
Lecce,15.48,15.48,15.48,overcast clouds,53,2.75,2025-04-10 11:15:05
Naples,15.3,14.58,16.18,scattered clouds,70,1.54,2025-04-10 11:15:05
Rome,15.0,13.81,16.96,scattered clouds,76,1.54,2025-04-10 11:15:05
Milan,15.46,14.53,16.75,clear sky,72,1.54,2025-04-10 11:15:05
Bologna,15.65,14.85,16.25,clear sky,65,3.6,2025-04-10 11:15:05
Florence,17.09,14.83,17.63,scattered clouds,64,1.54,2025-04-10 11:15:05
Genova,12.14,10.2,13.57,clear sky,71,1.54,2025-04-10 11:15:05
Turin,13.71,10.45,15.07,clear sky,55,3.1,2025-04-10 11:15:05
Palermo,15.87,15.87,15.87,few clouds,61,2.62,2025-04-10 11:30:02
Catania,17.18,15.73,18.08,clear sky,60,1.54,2025-04-10 11:30:02
Cagliari,18.31,17.05,18.84,scattered clouds,59,2.06,2025-04-10 11:30:02
Sassari,16.88,16.88,16.88,clear sky,57,2.71,2025-04-10 11:30:02
Bari,13.46,12.71,14.19,clear sky,67,3.09,2025-04-10 11:30:02
Lecce,15.94,15.94,16.03,few clouds,51,1.03,2025-04-10 11:30:02
Naples,15.63,14.77,16.73,scattered clouds,68,1.54,2025-04-10 11:30:02
Rome,14.6,14.06,16.72,scattered clouds,73,1.54,2025-04-10 11:30:02
Milan,15.6,14.53,16.75,clear sky,71,1.54,2025-04-10 11:30:02
Bologna,15.77,14.85,16.81,clear sky,64,3.6,2025-04-10 11:30:02
Florence,16.8,15.3,17.81,scattered clouds,67,1.54,2025-04-10 11:30:02
Genova,12.79,10.42,13.68,clear sky,68,1.54,2025-04-10 11:30:02
Turin,11.69,10.35,13.51,clear sky,57,2.06,2025-04-10 11:30:02
Palermo,15.87,15.87,17.11,few clouds,59,2.62,2025-04-10 11:45:02
Catania,17.89,16.85,18.6,clear sky,58,2.57,2025-04-10 11:45:02
Cagliari,18.53,17.05,19.39,scattered clouds,58,3.09,2025-04-10 11:45:02
Sassari,16.88,16.88,16.88,clear sky,54,2.87,2025-04-10 11:45:02
Bari,13.77,12.71,14.54,scattered clouds,67,3.58,2025-04-10 11:45:02
Lecce,15.94,15.94,16.03,few clouds,51,1.03,2025-04-10 11:45:02
Naples,16.22,15.33,16.73,broken clouds,65,2.06,2025-04-10 11:45:02
Rome,14.81,14.06,17.28,scattered clouds,72,2.06,2025-04-10 11:45:02
Milan,16.1,15.49,16.95,clear sky,69,1.03,2025-04-10 11:45:02
Bologna,16.29,15.5,17.36,clear sky,62,2.57,2025-04-10 11:45:02
Florence,17.51,16.01,18.18,scattered clouds,63,1.54,2025-04-10 11:45:02
Genova,12.86,10.76,13.68,clear sky,67,2.68,2025-04-10 11:45:02
Turin,14.3,11.45,15.62,clear sky,53,3.47,2025-04-10 11:45:02
Palermo,16.43,16.43,17.11,few clouds,60,2.62,2025-04-10 12:00:02
Catania,18.52,16.85,19.15,clear sky,57,2.57,2025-04-10 12:00:02
Cagliari,18.53,17.05,19.39,scattered clouds,58,3.09,2025-04-10 12:00:02
Sassari,16.88,16.88,16.88,clear sky,54,2.87,2025-04-10 12:00:02
Bari,13.46,12.71,14.19,scattered clouds,69,3.58,2025-04-10 12:00:02
Lecce,15.94,15.48,15.94,few clouds,51,1.03,2025-04-10 12:00:02
Naples,16.37,15.69,17.29,broken clouds,64,2.06,2025-04-10 12:00:02
Rome,14.84,14.06,16.72,scattered clouds,72,2.06,2025-04-10 12:00:02
Milan,16.52,15.64,17.86,clear sky,68,1.34,2025-04-10 12:00:02
Bologna,16.47,15.5,17.36,clear sky,62,2.57,2025-04-10 12:00:02
Florence,17.64,16.5,18.18,scattered clouds,62,1.54,2025-04-10 12:00:02
Genova,12.39,10.76,13.94,clear sky,68,3.58,2025-04-10 12:00:02
Turin,14.6,12.29,15.62,clear sky,53,3.47,2025-04-10 12:00:02
