City,Temperature_C,Temperature_Min_C,Temperature_Max_C,Weather_description,Humidity_%,Wind_speed_m/s,Time
Palermo,11.43,11.43,12.11,clear sky,63,1.65,2025-03-17 08:52:21
Catania,13.89,11.88,15.18,clear sky,64,4.63,2025-03-17 08:52:21
Cagliari,11.87,10.88,13.82,scattered clouds,72,3.6,2025-03-17 08:52:21
Sassari,10.88,10.88,12.15,overcast clouds,87,4.52,2025-03-17 08:52:21
Bari,12.82,12.32,13.52,clear sky,61,3.13,2025-03-17 08:52:21
Lecce,10.94,10.94,10.94,clear sky,66,4.63,2025-03-17 08:52:21
Naples,11.55,9.77,12.64,clear sky,71,2.06,2025-03-17 08:52:21
Rome,8.7,7.45,11.16,scattered clouds,76,1.54,2025-03-17 08:52:21
Milan,8.12,7.03,9.41,clear sky,85,1.54,2025-03-17 08:52:21
Bologna,10.42,9.37,11.47,clear sky,62,1.34,2025-03-17 08:52:21
Florence,7.67,7.25,8.53,few clouds,80,0.51,2025-03-17 08:52:21
Genova,7.56,5.6,8.94,clear sky,79,2.06,2025-03-17 08:52:21
Turin,5.82,2.4,6.73,clear sky,61,0.69,2025-03-17 08:52:21
Palermo,12.54,11.56,12.54,clear sky,46,1.65,2025-03-17 09:00:11
Catania,13.89,11.88,15.18,clear sky,64,4.63,2025-03-17 09:00:11
Cagliari,11.87,10.88,13.82,scattered clouds,72,3.6,2025-03-17 09:00:11
Sassari,10.88,10.88,12.15,overcast clouds,87,4.52,2025-03-17 09:00:11
Bari,12.82,12.32,13.52,clear sky,61,3.13,2025-03-17 09:00:11
Lecce,10.94,10.94,10.94,clear sky,66,4.63,2025-03-17 09:00:11
Naples,11.73,11.34,13.11,clear sky,70,2.06,2025-03-17 09:00:11
Rome,7.87,7.18,11.16,scattered clouds,85,1.54,2025-03-17 09:00:11
Milan,8.32,7.03,9.13,clear sky,85,1.54,2025-03-17 09:00:11
Bologna,10.54,7.85,12.02,clear sky,63,3.6,2025-03-17 09:00:11
Florence,7.75,7.25,9.08,few clouds,79,0.51,2025-03-17 09:00:11
Genova,7.75,5.6,9.43,clear sky,76,2.06,2025-03-17 09:00:11
Turin,6.46,2.69,6.73,clear sky,61,0.69,2025-03-17 09:00:11
Palermo,13.65,12.67,13.65,clear sky,41,1.65,2025-03-17 09:15:03
Catania,15.43,14.88,15.74,clear sky,54,5.66,2025-03-17 09:15:03
