City,Temperature_C,Temperature_Min_C,Temperature_Max_C,Weather_description,Humidity_%,Wind_speed_m/s,Time
Palermo,14.76,13.78,14.76,clear sky,58,1.29,2025-04-04 09:23:38
Catania,11.88,11.88,12.0,broken clouds,94,2.57,2025-04-04 09:23:38
Cagliari,15.88,15.88,17.73,overcast clouds,63,1.34,2025-04-04 09:23:38
Sassari,11.88,11.88,11.88,overcast clouds,65,2.21,2025-04-04 09:23:38
Bari,14.43,13.82,15.19,clear sky,68,4.12,2025-04-04 09:23:38
Lecce,14.94,14.36,14.94,few clouds,82,5.66,2025-04-04 09:23:38
Naples,16.92,16.34,17.64,clear sky,48,1.54,2025-04-04 09:23:38
Rome,13.65,11.83,16.16,clear sky,55,1.36,2025-04-04 09:23:38
Milan,13.79,11.95,15.2,clear sky,81,0.45,2025-04-04 09:23:38
Bologna,13.74,11.85,14.47,clear sky,65,2.06,2025-04-04 09:23:38
Florence,14.01,12.81,16.56,clear sky,62,1.22,2025-04-04 09:23:38
Genova,11.88,9.49,13.49,few clouds,62,2.24,2025-04-04 09:23:38
Turin,9.91,8.35,10.95,clear sky,68,1.03,2025-04-04 09:23:38
Palermo,14.76,13.78,14.76,clear sky,58,1.29,2025-04-04 09:30:06
Catania,11.88,11.88,12.0,broken clouds,94,2.57,2025-04-04 09:30:06
Cagliari,15.88,15.88,17.73,overcast clouds,63,1.34,2025-04-04 09:30:06
Sassari,11.88,11.88,11.88,overcast clouds,65,2.21,2025-04-04 09:30:06
Bari,14.43,13.82,15.7,clear sky,68,4.12,2025-04-04 09:30:06
Lecce,14.94,14.92,14.94,few clouds,82,5.66,2025-04-04 09:30:06
Naples,17.06,16.34,17.84,clear sky,48,1.54,2025-04-04 09:30:06
Rome,13.94,11.83,16.6,clear sky,54,1.23,2025-04-04 09:30:06
Milan,14.53,13.58,16.08,clear sky,79,0.89,2025-04-04 09:30:06
Bologna,14.46,12.71,15.59,clear sky,64,0.45,2025-04-04 09:30:06
Florence,13.97,11.86,16.16,clear sky,62,1.22,2025-04-04 09:30:06
Genova,11.78,9.49,13.49,few clouds,64,2.24,2025-04-04 09:30:06
Turin,10.25,8.35,11.18,clear sky,67,1.03,2025-04-04 09:30:06
Palermo,14.76,14.76,15.45,broken clouds,59,0.79,2025-04-04 09:45:02
Catania,13.88,13.88,16.29,scattered clouds,82,2.57,2025-04-04 09:45:02
Cagliari,17.23,16.88,18.26,overcast clouds,54,3.6,2025-04-04 09:45:02
Sassari,12.88,12.88,12.88,overcast clouds,55,2.15,2025-04-04 09:45:02
Bari,14.61,13.82,15.7,clear sky,68,4.12,2025-04-04 09:45:02
Lecce,14.94,14.92,14.94,few clouds,82,5.66,2025-04-04 09:45:02
