City,Temperature_C,Temperature_Min_C,Temperature_Max_C,Weather_description,Humidity_%,Wind_speed_m/s,Time
Palermo,11.43,11.43,11.43,overcast clouds,62,3.26,2025-01-23 07:15:02
Catania,10.19,9.85,10.82,overcast clouds,82,2.49,2025-01-23 07:15:02
Cagliari,8.25,7.88,9.37,fog,90,2.57,2025-01-23 07:15:02
Sassari,13.88,13.88,13.88,overcast clouds,58,3.73,2025-01-23 07:15:02
Bari,10.1,9.47,10.19,scattered clouds,83,2.24,2025-01-23 07:15:02
Lecce,11.03,11.03,11.03,broken clouds,92,3.41,2025-01-23 07:15:02
Naples,8.4,8.34,9.77,clear sky,84,2.06,2025-01-23 07:15:02
Rome,11.16,10.05,12.45,broken clouds,89,2.35,2025-01-23 07:15:02
Milan,6.18,5.37,6.68,mist,95,0.0,2025-01-23 07:15:02
Bologna,5.62,5.58,6.05,fog,97,2.06,2025-01-23 07:15:02
Florence,10.26,9.82,11.22,light intensity drizzle,92,1.03,2025-01-23 07:15:02
Genova,4.47,3.54,7.09,overcast clouds,94,2.24,2025-01-23 07:15:02
Turin,0.92,0.62,2.83,overcast clouds,95,0.26,2025-01-23 07:15:02
Palermo,11.43,11.43,11.43,overcast clouds,62,3.26,2025-01-23 07:30:02
Catania,10.44,8.0,10.82,overcast clouds,82,2.19,2025-01-23 07:30:02
Cagliari,8.25,7.88,9.37,fog,89,2.57,2025-01-23 07:30:02
Sassari,13.88,13.88,13.88,overcast clouds,58,3.73,2025-01-23 07:30:02
Bari,10.38,9.47,10.66,scattered clouds,84,1.79,2025-01-23 07:30:02
Lecce,8.94,8.94,11.03,few clouds,100,3.09,2025-01-23 07:30:02
Naples,8.4,8.34,9.77,clear sky,85,2.06,2025-01-23 07:30:02
Rome,9.36,8.83,12.45,scattered clouds,87,1.87,2025-01-23 07:30:02
Milan,6.31,5.37,6.68,mist,95,0.0,2025-01-23 07:30:02
Bologna,5.62,5.58,6.05,fog,97,2.06,2025-01-23 07:30:02
Florence,9.96,9.31,11.78,mist,93,1.03,2025-01-23 07:30:02
Genova,5.33,3.54,6.83,overcast clouds,93,2.24,2025-01-23 07:30:02
Turin,0.91,0.62,2.83,overcast clouds,95,0.02,2025-01-23 07:30:02
Palermo,11.43,11.43,11.43,overcast clouds,62,3.34,2025-01-23 07:45:02
Catania,10.77,8.0,10.82,overcast clouds,78,0.45,2025-01-23 07:45:02
Cagliari,6.88,6.88,8.05,fog,100,3.09,2025-01-23 07:45:02
Sassari,12.88,12.88,12.88,broken clouds,58,3.93,2025-01-23 07:45:02
Bari,10.38,9.47,10.66,broken clouds,84,1.79,2025-01-23 07:45:02
Lecce,8.94,8.94,11.03,few clouds,100,3.09,2025-01-23 07:45:02
Naples,7.29,6.34,9.77,clear sky,88,1.03,2025-01-23 07:45:02
Rome,10.75,10.05,12.45,overcast clouds,81,1.87,2025-01-23 07:45:02
Milan,6.29,5.37,6.68,light intensity drizzle,95,0.51,2025-01-23 07:45:02
Bologna,5.74,5.58,6.47,fog,96,2.06,2025-01-23 07:45:02
Florence,9.96,9.31,11.78,broken clouds,94,1.03,2025-01-23 07:45:02
Genova,5.75,3.76,6.83,overcast clouds,92,2.68,2025-01-23 07:45:02
Turin,0.96,0.62,2.83,overcast clouds,95,0.02,2025-01-23 07:45:02
Palermo,11.43,11.43,11.43,overcast clouds,62,3.34,2025-01-23 08:00:02
Catania,11.03,8.0,11.38,overcast clouds,79,0.45,2025-01-23 08:00:02
Cagliari,6.88,6.88,8.05,fog,100,3.09,2025-01-23 08:00:02
Sassari,12.88,12.88,12.88,broken clouds,58,3.93,2025-01-23 08:00:02
Bari,10.42,9.47,10.66,broken clouds,86,2.68,2025-01-23 08:00:02
Lecce,8.94,8.94,11.59,few clouds,100,3.09,2025-01-23 08:00:02
Naples,7.29,6.34,9.77,clear sky,88,1.03,2025-01-23 08:00:02
Rome,9.56,8.83,12.45,scattered clouds,86,1.87,2025-01-23 08:00:02
Milan,6.28,5.37,6.68,light intensity drizzle,95,0.51,2025-01-23 08:00:02
Bologna,5.74,5.58,6.47,fog,97,2.06,2025-01-23 08:00:02
Florence,9.96,9.31,11.78,broken clouds,94,1.03,2025-01-23 08:00:02
Genova,5.8,3.76,6.83,overcast clouds,92,2.68,2025-01-23 08:00:02
Turin,1.22,0.96,2.83,overcast clouds,95,0.02,2025-01-23 08:00:02
Palermo,10.06,10.06,10.06,overcast clouds,71,3.34,2025-01-23 08:15:02
Catania,10.79,10.41,11.59,overcast clouds,81,2.19,2025-01-23 08:15:02
Cagliari,6.88,6.88,11.06,fog,100,2.57,2025-01-23 08:15:02
Sassari,12.88,12.88,12.88,broken clouds,58,3.93,2025-01-23 08:15:02
Bari,10.44,10.03,10.66,broken clouds,85,2.24,2025-01-23 08:15:02
Lecce,11.59,11.59,11.59,overcast clouds,92,3.61,2025-01-23 08:15:02
Naples,8.47,8.47,9.77,overcast clouds,90,2.74,2025-01-23 08:15:02
Rome,11.96,10.05,13.06,few clouds,71,7.72,2025-01-23 08:15:02
Milan,6.3,5.37,6.68,light intensity drizzle,95,0.51,2025-01-23 08:15:02
Bologna,5.74,5.58,6.47,fog,97,2.57,2025-01-23 08:15:02
Florence,9.96,9.31,11.72,broken clouds,94,1.54,2025-01-23 08:15:02
Genova,5.9,4.49,6.83,overcast clouds,92,4.02,2025-01-23 08:15:02
Turin,0.98,0.62,2.83,overcast clouds,95,0.02,2025-01-23 08:15:02
Palermo,10.06,10.06,10.06,overcast clouds,71,3.34,2025-01-23 08:30:02
Catania,10.99,9.0,12.15,clear sky,82,0.45,2025-01-23 08:30:02
Cagliari,6.88,6.88,8.05,fog,100,2.57,2025-01-23 08:30:02
Sassari,12.88,12.88,12.88,scattered clouds,61,3.63,2025-01-23 08:30:02
Bari,10.82,10.59,11.04,broken clouds,83,1.79,2025-01-23 08:30:02
Lecce,9.94,9.94,12.7,few clouds,93,2.57,2025-01-23 08:30:02
Naples,7.53,6.34,9.22,clear sky,88,1.54,2025-01-23 08:30:02
Rome,9.93,8.58,12.36,scattered clouds,69,2.14,2025-01-23 08:30:02
Milan,6.31,5.37,6.68,mist,95,0.51,2025-01-23 08:30:02
Bologna,5.74,5.58,6.47,fog,97,2.57,2025-01-23 08:30:02
Florence,9.96,9.31,11.72,broken clouds,94,1.54,2025-01-23 08:30:02
Genova,5.59,4.49,6.83,overcast clouds,92,5.36,2025-01-23 08:30:02
Turin,1.22,0.96,2.83,overcast clouds,95,0.02,2025-01-23 08:30:02
Palermo,12.54,12.54,12.54,overcast clouds,60,3.12,2025-01-23 08:45:02
Catania,11.35,9.0,11.93,clear sky,83,1.79,2025-01-23 08:45:02
Cagliari,6.88,6.88,8.05,mist,100,2.06,2025-01-23 08:45:02
Sassari,12.88,12.88,12.88,scattered clouds,61,3.63,2025-01-23 08:45:02
Bari,10.89,10.19,11.25,clear sky,79,4.12,2025-01-23 08:45:02
Lecce,9.94,9.94,13.25,few clouds,93,2.57,2025-01-23 08:45:02
Naples,8.91,8.34,12.0,clear sky,83,1.54,2025-01-23 08:45:02
Rome,10.01,9.4,13.0,scattered clouds,71,2.14,2025-01-23 08:45:02
Milan,6.31,5.37,6.68,mist,95,0.51,2025-01-23 08:45:02
Bologna,5.74,5.58,6.47,fog,96,2.06,2025-01-23 08:45:02
Florence,9.97,9.31,11.72,broken clouds,94,1.54,2025-01-23 08:45:02
Genova,5.67,3.94,6.83,overcast clouds,93,1.79,2025-01-23 08:45:02
Turin,1.22,0.96,2.83,light snow,95,0.67,2025-01-23 08:45:02
Palermo,12.54,12.54,12.54,overcast clouds,60,3.12,2025-01-23 09:00:02
Catania,11.35,9.0,11.93,clear sky,83,1.79,2025-01-23 09:00:02
Cagliari,6.88,6.88,8.05,mist,100,2.06,2025-01-23 09:00:02
Sassari,12.88,12.88,12.88,scattered clouds,61,3.63,2025-01-23 09:00:02
Bari,11.37,11.14,11.81,overcast clouds,76,1.79,2025-01-23 09:00:02
Lecce,9.94,9.94,13.25,few clouds,93,2.57,2025-01-23 09:00:02
Naples,9.74,8.34,12.0,clear sky,82,1.54,2025-01-23 09:00:02
Rome,10.18,9.83,13.0,scattered clouds,69,2.14,2025-01-23 09:00:02
Milan,6.31,5.37,6.68,light intensity drizzle,95,0.51,2025-01-23 09:00:02
Bologna,5.74,5.58,6.47,fog,97,2.06,2025-01-23 09:00:02
Florence,10.27,9.82,11.78,broken clouds,93,1.54,2025-01-23 09:00:02
Genova,5.58,4.49,7.09,overcast clouds,93,1.79,2025-01-23 09:00:02
Turin,1.22,0.96,2.83,overcast clouds,95,0.67,2025-01-23 09:00:02
