City,Temperature_C,Temperature_Min_C,Temperature_Max_C,Weather_description,Humidity_%,Wind_speed_m/s,Time
Palermo,9.21,9.21,9.89,light rain,90,1.27,2025-03-18 08:15:55
Catania,14.05,13.51,14.15,broken clouds,71,2.06,2025-03-18 08:15:55
Cagliari,14.95,14.93,14.95,scattered clouds,57,3.13,2025-03-18 08:15:55
Sassari,7.88,7.88,7.88,broken clouds,86,2.5,2025-03-18 08:15:55
Bari,9.94,9.63,10.19,scattered clouds,60,5.36,2025-03-18 08:15:55
Lecce,11.16,11.16,11.16,overcast clouds,62,6.85,2025-03-18 08:15:55
Naples,10.2,10.06,10.97,clear sky,61,5.14,2025-03-18 08:15:55
Rome,8.78,8.47,10.05,clear sky,76,2.02,2025-03-18 08:15:55
Milan,5.95,5.64,6.75,broken clouds,77,6.69,2025-03-18 08:15:55
Bologna,6.22,6.13,6.6,clear sky,57,1.79,2025-03-18 08:15:55
Florence,7.02,6.22,7.63,clear sky,54,7.72,2025-03-18 08:15:55
Genova,6.93,4.6,8.39,overcast clouds,67,1.34,2025-03-18 08:15:55
Turin,4.14,2.69,4.51,overcast clouds,69,2.11,2025-03-18 08:15:55
Palermo,9.21,9.21,9.89,overcast clouds,90,1.27,2025-03-18 08:30:09
Catania,14.22,13.08,14.71,broken clouds,71,2.06,2025-03-18 08:30:09
Cagliari,10.88,10.05,10.88,few clouds,87,2.57,2025-03-18 08:30:09
Sassari,7.88,7.88,7.88,scattered clouds,75,4.44,2025-03-18 08:30:09
Bari,10.44,10.03,10.66,scattered clouds,59,7.15,2025-03-18 08:30:09
Lecce,9.94,9.94,9.94,scattered clouds,81,6.69,2025-03-18 08:30:09
Naples,10.34,10.13,11.53,clear sky,60,5.14,2025-03-18 08:30:09
Rome,7.78,6.83,10.23,clear sky,77,3.09,2025-03-18 08:30:09
Milan,5.98,5.64,6.75,broken clouds,76,6.69,2025-03-18 08:30:09
Bologna,6.22,6.13,7.0,clear sky,54,3.13,2025-03-18 08:30:09
Florence,7.05,6.22,7.63,clear sky,54,7.72,2025-03-18 08:30:09
Genova,7.21,5.16,8.36,overcast clouds,71,1.79,2025-03-18 08:30:09
Turin,4.12,2.69,4.51,overcast clouds,69,2.11,2025-03-18 08:30:09
Palermo,9.76,9.76,9.89,overcast clouds,90,1.27,2025-03-18 08:45:03
Catania,14.47,13.08,14.88,light intensity drizzle,69,3.09,2025-03-18 08:45:03
Cagliari,13.19,10.05,15.49,few clouds,74,2.68,2025-03-18 08:45:03
Sassari,8.88,8.88,8.88,scattered clouds,75,4.44,2025-03-18 08:45:03
Bari,10.57,10.03,10.75,scattered clouds,59,7.15,2025-03-18 08:45:03
Lecce,8.94,8.94,8.94,light rain,93,5.66,2025-03-18 08:45:03
Naples,10.34,10.13,11.53,clear sky,59,6.17,2025-03-18 08:45:03
Rome,9.66,8.73,11.72,clear sky,69,3.09,2025-03-18 08:45:03
Milan,5.82,5.08,6.75,broken clouds,76,6.26,2025-03-18 08:45:03
Bologna,6.51,6.13,7.0,clear sky,52,5.66,2025-03-18 08:45:03
Florence,7.42,6.5,7.82,clear sky,52,7.2,2025-03-18 08:45:03
Genova,7.24,5.42,8.36,overcast clouds,72,1.79,2025-03-18 08:45:03
Turin,4.1,2.59,4.51,overcast clouds,70,2.48,2025-03-18 08:45:03
Palermo,9.76,9.76,9.89,overcast clouds,90,1.27,2025-03-18 09:00:03
Catania,14.47,13.08,14.88,light intensity drizzle,69,3.09,2025-03-18 09:00:03
Cagliari,13.41,10.05,15.51,few clouds,74,2.68,2025-03-18 09:00:03
Sassari,8.88,8.88,8.88,scattered clouds,75,4.44,2025-03-18 09:00:03
Bari,10.38,9.93,10.75,scattered clouds,59,5.81,2025-03-18 09:00:03
Lecce,8.94,8.94,8.94,scattered clouds,93,5.66,2025-03-18 09:00:03
Naples,10.34,10.13,11.53,clear sky,57,6.17,2025-03-18 09:00:03
Rome,10.18,9.06,11.58,clear sky,68,3.09,2025-03-18 09:00:03
Milan,6.14,5.64,6.75,broken clouds,75,6.17,2025-03-18 09:00:03
Bologna,6.78,6.69,7.15,clear sky,52,5.66,2025-03-18 09:00:03
Florence,7.48,6.5,8.18,clear sky,52,7.2,2025-03-18 09:00:03
Genova,6.5,5.25,7.46,overcast clouds,79,1.79,2025-03-18 09:00:03
Turin,3.44,2.07,4.26,overcast clouds,78,2.48,2025-03-18 09:00:03
Palermo,10.87,10.87,11.0,overcast clouds,89,1.27,2025-03-18 09:15:03
Catania,14.47,13.51,14.88,light intensity drizzle,69,3.6,2025-03-18 09:15:03
Cagliari,16.06,16.04,16.06,scattered clouds,55,3.13,2025-03-18 09:15:03
Sassari,10.88,10.88,10.88,scattered clouds,75,4.44,2025-03-18 09:15:03
Bari,10.44,10.19,10.66,scattered clouds,59,7.6,2025-03-18 09:15:03
Lecce,8.94,8.94,8.94,scattered clouds,93,5.66,2025-03-18 09:15:03
Naples,10.94,10.62,11.53,clear sky,55,5.14,2025-03-18 09:15:03
Rome,10.35,9.51,11.58,clear sky,66,4.12,2025-03-18 09:15:03
Milan,6.14,5.64,6.75,broken clouds,73,5.81,2025-03-18 09:15:03
Bologna,6.65,6.13,7.36,clear sky,50,6.69,2025-03-18 09:15:03
Florence,7.75,6.78,8.18,clear sky,55,5.36,2025-03-18 09:15:03
Genova,7.15,5.35,8.07,overcast clouds,77,1.79,2025-03-18 09:15:03
Turin,3.14,2.07,4.26,overcast clouds,78,2.48,2025-03-18 09:15:03
Palermo,11.99,11.56,11.99,overcast clouds,89,0.85,2025-03-18 09:30:02
Catania,14.24,12.96,14.88,light intensity drizzle,73,3.6,2025-03-18 09:30:02
Cagliari,14.16,11.88,16.06,few clouds,70,4.47,2025-03-18 09:30:02
Sassari,10.88,10.88,10.88,scattered clouds,60,6.3,2025-03-18 09:30:02
