City,Temperature_C,Temperature_Min_C,Temperature_Max_C,Weather_description,Humidity_%,Wind_speed_m/s,Time
Palermo,8.1,7.67,8.1,light rain,93,1.73,2025-02-09 11:00:04
Catania,13.8,12.63,14.88,scattered clouds,78,4.92,2025-02-09 11:00:04
Cagliari,11.75,10.88,13.26,few clouds,71,3.09,2025-02-09 11:00:04
Sassari,11.88,11.88,11.88,few clouds,80,3.26,2025-02-09 11:00:04
Bari,13.25,12.97,14.03,clear sky,61,2.57,2025-02-09 11:00:04
Lecce,7.94,7.94,11.59,few clouds,87,0.0,2025-02-09 11:00:04
Naples,13.49,13.34,15.06,clear sky,73,1.54,2025-02-09 11:00:04
Rome,13.97,13.25,14.74,few clouds,74,4.63,2025-02-09 11:00:04
Milan,5.57,4.69,6.66,moderate rain,93,1.54,2025-02-09 11:00:04
Bologna,5.6,5.5,6.04,overcast clouds,94,3.6,2025-02-09 11:00:04
Florence,12.32,10.96,12.83,broken clouds,82,1.54,2025-02-09 11:00:04
Genova,2.44,1.72,3.75,overcast clouds,79,2.24,2025-02-09 11:00:04
Turin,2.4,0.35,5.92,broken clouds,90,2.06,2025-02-09 11:00:04
Palermo,8.1,7.67,8.1,overcast clouds,93,1.73,2025-02-09 11:15:04
Catania,13.94,12.63,14.88,broken clouds,75,4.92,2025-02-09 11:15:04
Cagliari,11.65,10.88,13.26,few clouds,71,3.6,2025-02-09 11:15:04
Sassari,11.88,11.88,11.88,few clouds,80,3.26,2025-02-09 11:15:04
Bari,13.4,12.97,13.99,clear sky,59,2.68,2025-02-09 11:15:04
Lecce,11.59,11.59,11.59,clear sky,65,2.87,2025-02-09 11:15:04
Naples,14.39,14.34,15.06,clear sky,69,1.54,2025-02-09 11:15:04
Rome,14.21,12.7,15.25,few clouds,73,5.66,2025-02-09 11:15:04
Milan,5.79,4.69,6.66,mist,92,1.54,2025-02-09 11:15:04
Bologna,5.9,5.59,6.13,overcast clouds,93,3.09,2025-02-09 11:15:04
Florence,12.11,11.01,12.83,broken clouds,86,1.03,2025-02-09 11:15:04
Genova,2.24,1.72,3.36,overcast clouds,80,6.71,2025-02-09 11:15:04
Turin,3.13,1.45,6.1,overcast clouds,88,1.34,2025-02-09 11:15:04
Palermo,8.1,7.67,8.1,overcast clouds,93,0.43,2025-02-09 11:30:02
Catania,14.65,13.26,15.0,broken clouds,72,3.6,2025-02-09 11:30:02
Cagliari,12.27,10.88,13.82,few clouds,70,3.6,2025-02-09 11:30:02
Sassari,11.88,11.88,11.88,clear sky,72,3.31,2025-02-09 11:30:02
Bari,13.54,13.19,14.59,clear sky,59,2.68,2025-02-09 11:30:02
Lecce,8.94,8.94,11.59,few clouds,87,0.0,2025-02-09 11:30:02
Naples,14.27,14.02,15.06,clear sky,70,1.54,2025-02-09 11:30:02
Rome,14.49,13.73,15.61,few clouds,69,5.66,2025-02-09 11:30:02
Milan,5.86,4.69,6.66,moderate rain,93,1.54,2025-02-09 11:30:02
Bologna,6.04,5.7,7.02,overcast clouds,94,3.09,2025-02-09 11:30:02
Florence,12.26,11.01,13.39,broken clouds,86,1.79,2025-02-09 11:30:02
Genova,2.26,1.72,4.24,overcast clouds,80,7.6,2025-02-09 11:30:02
Turin,3.01,1.35,6.1,few clouds,87,2.06,2025-02-09 11:30:02
Palermo,8.1,7.67,8.1,overcast clouds,93,0.43,2025-02-09 11:45:02
Catania,14.65,13.26,15.0,broken clouds,73,4.47,2025-02-09 11:45:02
Cagliari,13.18,12.05,13.82,few clouds,65,3.6,2025-02-09 11:45:02
Sassari,12.88,12.88,12.88,clear sky,72,3.31,2025-02-09 11:45:02
Bari,13.52,13.19,14.03,few clouds,58,4.63,2025-02-09 11:45:02
Lecce,8.94,8.94,11.59,few clouds,87,0.0,2025-02-09 11:45:02
Naples,15.02,14.58,15.34,few clouds,71,2.06,2025-02-09 11:45:02
Rome,14.58,13.25,15.79,few clouds,66,5.66,2025-02-09 11:45:02
Milan,5.85,4.81,6.66,moderate rain,93,2.06,2025-02-09 11:45:02
Bologna,6.04,5.7,7.02,overcast clouds,94,3.6,2025-02-09 11:45:02
Florence,13.47,11.01,13.94,broken clouds,79,2.06,2025-02-09 11:45:02
Genova,2.26,1.72,4.24,overcast clouds,81,5.36,2025-02-09 11:45:02
Turin,3.54,2.13,6.66,broken clouds,85,1.49,2025-02-09 11:45:02
Palermo,8.65,7.67,8.65,overcast clouds,93,0.43,2025-02-09 12:00:02
Catania,14.86,13.26,15.18,broken clouds,72,4.47,2025-02-09 12:00:02
Cagliari,13.4,12.05,13.84,few clouds,65,3.6,2025-02-09 12:00:02
Sassari,12.88,12.88,12.88,clear sky,72,3.31,2025-02-09 12:00:02
Bari,13.99,13.19,14.54,few clouds,57,4.63,2025-02-09 12:00:02
Lecce,8.94,8.94,11.59,few clouds,87,0.0,2025-02-09 12:00:02
Naples,15.02,14.22,15.34,few clouds,71,2.06,2025-02-09 12:00:02
Rome,15.06,13.25,16.34,scattered clouds,65,5.66,2025-02-09 12:00:02
Milan,5.86,4.81,6.87,light rain,93,2.06,2025-02-09 12:00:02
Bologna,6.1,5.85,7.02,overcast clouds,93,3.6,2025-02-09 12:00:02
Florence,13.45,11.52,13.82,broken clouds,79,2.06,2025-02-09 12:00:02
Genova,2.24,1.72,3.36,overcast clouds,82,7.6,2025-02-09 12:00:02
Turin,3.69,2.45,6.51,broken clouds,84,1.49,2025-02-09 12:00:02
Palermo,8.65,7.67,8.65,overcast clouds,93,0.43,2025-02-09 12:15:02
Catania,14.25,13.18,15.26,broken clouds,75,3.58,2025-02-09 12:15:02
Cagliari,13.86,13.82,13.88,few clouds,62,4.02,2025-02-09 12:15:02
Sassari,13.88,13.88,13.88,clear sky,72,3.31,2025-02-09 12:15:02
Bari,14.14,13.82,14.59,few clouds,56,3.6,2025-02-09 12:15:02
Lecce,12.14,12.14,12.14,few clouds,64,2.86,2025-02-09 12:15:02
Naples,15.18,14.58,15.34,few clouds,66,2.06,2025-02-09 12:15:02
Rome,15.54,14.67,16.41,scattered clouds,64,4.12,2025-02-09 12:15:02
Milan,5.93,4.81,7.21,moderate rain,93,1.03,2025-02-09 12:15:02
Bologna,6.26,6.05,7.02,light rain,92,3.6,2025-02-09 12:15:02
