City,Temperature_C,Temperature_Min_C,Temperature_Max_C,Weather_description,Humidity_%,Wind_speed_m/s,Time
Palermo,10.32,10.32,10.32,overcast clouds,75,2.32,2025-01-26 09:00:06
Catania,13.7,12.63,14.93,overcast clouds,55,2.24,2025-01-26 09:00:06
Cagliari,11.65,9.05,13.28,mist,82,3.09,2025-01-26 09:00:06
Sassari,12.88,12.88,12.88,broken clouds,92,2.7,2025-01-26 09:00:06
Bari,11.16,10.59,11.6,overcast clouds,89,3.94,2025-01-26 09:00:06
Lecce,10.94,10.94,13.81,overcast clouds,100,3.09,2025-01-26 09:00:06
Naples,11.64,11.18,13.19,scattered clouds,89,1.03,2025-01-26 09:00:06
Rome,12.21,9.5,13.06,clear sky,77,8.23,2025-01-26 09:00:06
Milan,6.18,5.37,6.95,moderate rain,95,1.54,2025-01-26 09:00:06
Bologna,6.04,5.85,6.05,scattered clouds,92,5.66,2025-01-26 09:00:06
Florence,11.49,8.72,12.04,broken clouds,76,4.63,2025-01-26 09:00:06
Genova,4.72,3.76,6.65,overcast clouds,88,2.24,2025-01-26 09:00:06
Turin,1.16,0.62,3.17,clear sky,94,2.72,2025-01-26 09:00:06
Palermo,10.32,10.32,10.32,overcast clouds,73,2.32,2025-01-26 09:15:04
Catania,13.88,13.18,14.93,clear sky,57,5.14,2025-01-26 09:15:04
Cagliari,12.69,11.88,13.84,broken clouds,78,2.57,2025-01-26 09:15:04
Sassari,12.88,12.88,12.88,broken clouds,92,2.7,2025-01-26 09:15:04
Bari,11.02,10.19,11.6,clear sky,89,1.54,2025-01-26 09:15:04
Lecce,13.81,13.81,13.81,overcast clouds,91,4.15,2025-01-26 09:15:04
Naples,11.78,11.34,12.36,scattered clouds,89,0.89,2025-01-26 09:15:04
Rome,12.11,9.5,13.06,clear sky,77,7.2,2025-01-26 09:15:04
Milan,6.18,5.37,6.95,mist,95,2.06,2025-01-26 09:15:04
Bologna,6.29,6.05,6.85,broken clouds,92,5.66,2025-01-26 09:15:04
Florence,12.05,10.45,12.6,light rain,73,5.14,2025-01-26 09:15:04
Genova,4.77,3.76,6.65,overcast clouds,87,2.24,2025-01-26 09:15:04
Turin,1.45,0.92,3.17,broken clouds,95,1.54,2025-01-26 09:15:04
Palermo,10.32,10.32,10.32,overcast clouds,75,2.32,2025-01-26 09:30:03
Catania,14.52,13.74,16.04,clear sky,59,5.14,2025-01-26 09:30:03
Cagliari,12.92,11.88,14.39,broken clouds,78,2.57,2025-01-26 09:30:03
Sassari,12.88,12.88,12.88,broken clouds,81,3.27,2025-01-26 09:30:03
Bari,10.98,10.19,11.6,clear sky,87,1.54,2025-01-26 09:30:03
Lecce,12.94,12.94,14.36,overcast clouds,94,4.63,2025-01-26 09:30:03
Naples,11.92,11.34,12.36,scattered clouds,89,0.89,2025-01-26 09:30:03
Rome,12.16,9.5,13.06,clear sky,78,7.2,2025-01-26 09:30:03
Milan,6.32,5.37,6.95,mist,95,2.24,2025-01-26 09:30:03
Bologna,6.6,6.6,6.85,broken clouds,92,5.66,2025-01-26 09:30:03
Florence,11.78,9.85,12.04,light rain,79,5.14,2025-01-26 09:30:03
Genova,6.79,4.76,7.25,overcast clouds,81,0.74,2025-01-26 09:30:03
Turin,1.68,1.18,3.32,broken clouds,95,1.54,2025-01-26 09:30:03
Palermo,10.87,10.87,10.87,broken clouds,78,1.67,2025-01-26 09:45:03
Catania,13.93,13.18,15.26,scattered clouds,63,4.12,2025-01-26 09:45:03
Cagliari,14.32,13.88,14.95,broken clouds,78,2.57,2025-01-26 09:45:03
Sassari,12.88,12.88,12.88,broken clouds,81,3.27,2025-01-26 09:45:03
Bari,11.86,11.19,12.15,clear sky,87,1.54,2025-01-26 09:45:03
Lecce,12.94,12.94,14.36,overcast clouds,94,4.63,2025-01-26 09:45:03
Naples,12.24,11.34,12.91,scattered clouds,89,1.79,2025-01-26 09:45:03
Rome,12.11,10.3,13.06,clear sky,79,8.23,2025-01-26 09:45:03
Milan,6.52,5.8,6.95,scattered clouds,94,3.09,2025-01-26 09:45:03
Bologna,6.6,6.6,6.85,broken clouds,92,6.17,2025-01-26 09:45:03
Florence,11.39,9.9,11.86,moderate rain,83,4.63,2025-01-26 09:45:03
Genova,6.06,4.6,7.51,overcast clouds,80,1.66,2025-01-26 09:45:03
Turin,2.32,1.73,3.94,broken clouds,96,1.54,2025-01-26 09:45:03
Palermo,11.43,11.43,11.43,broken clouds,74,1.67,2025-01-26 10:00:04
Catania,13.93,13.18,15.26,scattered clouds,66,4.12,2025-01-26 10:00:04
Cagliari,14.55,13.88,15.51,broken clouds,78,2.57,2025-01-26 10:00:04
Sassari,12.88,12.88,12.88,broken clouds,81,3.27,2025-01-26 10:00:04
Bari,12.17,11.19,13.48,clear sky,85,1.54,2025-01-26 10:00:04
Lecce,12.94,12.94,14.92,overcast clouds,94,4.63,2025-01-26 10:00:04
Naples,12.24,11.34,12.91,scattered clouds,88,1.54,2025-01-26 10:00:04
Rome,12.06,10.8,12.45,few clouds,81,2.93,2025-01-26 10:00:04
Milan,6.66,5.8,6.95,scattered clouds,94,3.09,2025-01-26 10:00:04
Bologna,7.04,6.6,11.25,broken clouds,91,6.17,2025-01-26 10:00:04
Florence,11.32,9.83,12.04,moderate rain,85,4.92,2025-01-26 10:00:04
Genova,6.67,5.6,7.81,overcast clouds,79,8.05,2025-01-26 10:00:04
Turin,2.54,1.84,4.49,broken clouds,96,1.54,2025-01-26 10:00:04
Palermo,11.99,11.99,11.99,broken clouds,76,1.67,2025-01-26 10:15:03
Catania,14.03,13.18,16.38,scattered clouds,65,4.12,2025-01-26 10:15:03
Cagliari,15.37,14.88,16.06,broken clouds,77,2.57,2025-01-26 10:15:03
Sassari,13.88,13.88,13.88,broken clouds,81,3.27,2025-01-26 10:15:03
Bari,12.93,12.19,14.03,clear sky,85,1.54,2025-01-26 10:15:03
Lecce,14.92,14.92,14.92,overcast clouds,88,5.25,2025-01-26 10:15:03
Naples,12.98,12.0,13.47,few clouds,88,4.47,2025-01-26 10:15:03
Rome,11.97,10.61,12.45,few clouds,80,2.93,2025-01-26 10:15:03
Milan,6.53,5.8,6.95,broken clouds,94,1.03,2025-01-26 10:15:03
Bologna,7.21,5.85,10.7,moderate rain,92,5.66,2025-01-26 10:15:03
Florence,10.63,9.74,11.49,thunderstorm with rain,89,3.58,2025-01-26 10:15:03
Genova,6.69,5.6,7.81,overcast clouds,76,4.02,2025-01-26 10:15:03
Turin,3.35,1.84,5.05,clear sky,94,1.77,2025-01-26 10:15:03
